,title
2666,CSS-ARR-SR#2204180030000820-Delta table is getting deleted after alter statment
2667,problems with Databricks cluster
2668,unable to setup mountpoint in ADLS
2669,2204150030000192001
2670,CSS ARR | 2204080030000440 - we are not able to get the logs on databricks
2671,ARR | 2204180030000346 | GEP | Job failed intermittently with cluster doesn't exist 
2672,Job execution issue
2673,2204180030000346
2674,[ARR] [Sev C] SR-2204110030002332-Slowness of databricks (PII removal) job
2675,Getting Timed Out Error
2676,Confusion of pricing page for Delta live table 
2677,Unable to install pythonnet on cluster
2678,PySpark testing in Databricks
2679,Python virtual env for all purpose and job clusters
2680,2204110030000463 Connectivity issues when pulling image from ACR
2681,ARR | 2204140030001728 |  JSONDecodeError: Expecting value: line 1 column 1 (char 0) when parsing the bytes object 
2682,"""java.lang.IllegalStateException: Connection pool shut down"" when my job executes spark.sql"
2683,Managing ticket page
2684,databricks scala scripts cannot access object store using java module
2685,Suggestion: Why don't you use ISO 8601 format on consoles?
2686,Long time for spinning up a cluster
2687,Network Configuration Update Not Working
2688,Backward compatibility issues
2689,Permissions for DataBricks users
2690,ARR - UHG - 2204160040000471 - parse_url failing with % at the end of URL
2691,Azure Data Bricks Notebook is not responding
2692,Partition Pruning On Merge
2693,custoemr getting error in Databricks jobs- 2204160040000150001
2694,Sorted Bucketing does not eliminate sorting from plan
2695,Databricks Academy content unavailable for Ezra
2696,Cannot store / search MLFlow model by tag
2697,Job cluster is failing with Unexpected error
2698,"Terraform Support for Catalog, Schema and Table Grants in Unity"
2699,Failure to start cluster workspace authorization request
2700,SOme of the Datbricks jobs got stalled when run multipel databricks jobs
2701,Rename Deployment name prefix
2702,2204150010001935
2703,User Unable to Access Workspace
2704,Databricks SCIM connector unable to sync certain users
2705,Delta and AWS intelligent tiering
2706,ARR | Databricks insertInto is behaving differently when run from our application vs notebook
2707,Unable to drop hive table 
2708,Private Databricks workspace
2709,Require help on connecting from Azure Databricks to Microsoft Sql server using integratedSecurity option
2710,Handling rows with >20mb of text
2711,Add IP address to allow list
2712,Spark 3.2 Unable to access Hive tables with underlying Snappy format
2713,Job cluster is failing with Unexpected error
2714,Job failure
2715,Connect Databricks service to the Common Data Model (CDM)
2716,Delta Table merge performance issue
2717,Need separate workspace for prod environment
2718,Sql endpoint serverless
2719,Databricks prd is down
2720,follow-up case..00140794
2721,Jobs API timeout
2722,SQL
2723,Glue catalog access from passthrough cluster
2724,R Studio Cluster not coming up for the R studio APP
2725,Concurrent append exception
2726,[ARR] Cluster starting failure
2727,Could not deploy and configure databricks workspace
2728,ARR | Databricks spark ui show completed jobs as active jobs
2729,Job cluster failed to create 
2730,ARR | 2204130030001643 | The job is failing to run multiple notebooks in the same job
2731,Spark in cluster is  down and could not start normally. Please see logs of Run ID 65776 and 65862
2732,[ARR] SR-2204150030000252 Databricks fails to connect with MYSQL Server (Metastrore)
2733,faced error when running 3-table join Spark SQL
2734,Unable to mount the containers in Databricks
2735,faced error when running 3-table join Spark SQL
2736,bigquery connection
2737,How to execute sql queries using sql endpoints
2738,2204150030000081
2739,[ARR] SR-2204120030001695 Cluster policies not working as expected for the spark version
2740,"Can we set  ""spark.databricks.photon.parquetWriter.enabled false"" in cluster policy?"
2741,Empty visualization
2742,Databricks sql endpoint performance low
2743,Databricks console is down since 6:05 PM PT
2744,"Long run job spark ui show incorrect active jobs status, and IllegalThreadStateException in databricks code"
2745,One of our migrated jobs is taking 8x more $$ to process than a larger job
2746,Enable init script for model serving
2747,Cluster unusual memory and stuck in bad state
2748,Issue with Unity Catalog data resource
2749,What AWS IAM permissions are needed for a cluster to mount a bucket? 
2750,Not able to access files in Databricks from Azure Storage
2751, 2204110040008372 Out of memory issue with  Python query in Workspace
2752,unable to launch clusters
2753,ARR- ATT : Getting connection error from Java code - 2204130040010988 
2754,Unable to login to workspace SAML/SSO Error
2755,"hive_metastore grants not working, when using unity catalog."
2756,How do you change the owner of a job?
2757,ARR Customer Chevron - Consultation on Databricks Performance
2758,Drop and create table queries failing with AWSClientIOException
2759,Cannot create cluster
2760,Unable to make jdbc connection to external postgres instance
2761,need help creating second workspace
2762,DatabricksServiceException: INTERNAL_ERROR: NullPointerException 
2763,"Bug in Account UI,  ""Add members"" to group page."
2764,ARR Customer GEICO - NoSuchMethodError exception suspect to be the classpath issue
2765,2204140010002864 | permission error
2766,Create table as select * from (CTAS) statements not working on DBSQL endpoints
2767,SQL access control error 
2768,Private Links for us-east-1 for new workspace
2769,Workspace Access Request | Job fails at seemingly random intervals
2770,ARR | AT&T | 2204140040007011 | MLFlow registory fails to register model when 9.1 LTS non ML cluster is used.
2771,Query related error
2772,cluster stage looks stuck
2773,Ganglia metrics per day basis
2774, Inconsistent connectivity issue. Rerunning the same fix the issue.
2775,Install Gaitpy in DBR with Python 3.8
2776,vulnerability issues on deere-edl-isg
2777,Clusters not starting
2778,Cluster Configuration Limitations
2779,Customer cannot log MLFlow models when notebook is triggered from Azure Synapse
2780,ssl connection with OBIEE 12c
2781,ARR Customer MyFedEx - I am encountering an error during cluster launch or creation
2782,2204140050001360 | Job failure
2783,Setting job description in spark UI not working
2784,Databricks job failed with error message
2785,Accounts Console SSO Not Working
2786,Databricks job failed with error message
2787,2204140050001360 | Job Failure
2788,Delta Streaming Optmization
2789,Market user is unable to modify S3 file
2790,[Follow-up 00140889] ARR | Spark down: OutOfMemoryError: unable to create new native thread
2791,PERMISSION_DENIED when running dbutils.notebook.run
2792,scheduled job failed with error message Error in SQL statement: AzureCredentialNotFoundException: Could not find ADLS Gen2 Token
2793,SCIM issue
2794,toPandas() causes IndexOutOfBoundsException in Apache Arrow
2795,ARR | 2204140030000156 | The Job in ADF pipeline needed to cancel due to taking longer than expected. 
2796,"[ARR] [Sev B] SR-2204070010003095-How to install init script , python libraries and MQ Client"
2797,ARR - BP - 2204040040008424 - SQLConnect on NPIP workspace is failing
2798,Databricks Issue
2799,Follow-up on 00136804: Spikes in Databricks use during downtimes
2800,Significant performance degradation when upgrating from 9.1 ML LTS to 10.4 ML LTS. 'Process Test Performance'
2801,"Not able to access Data from azure DataBricks (VGDATABricks) , getting authentication error"
2802,gar for 2204140050000334 
2803,Delta Live Table - Errors in Spark logs
2804,"Not able to access Data from azure DataBricks (VGDATABricks) , getting authentication error"
2805,Azure Databricks Cluster
2806,Delta Live Tables - Aggregated Quality Checks (Expectations)
2807,users are not able to start the endpoint
2808,CSS-ARR-SFMC-2204060030002027-Data bricks notebooks are running are failing
2809,2204110030000463
2810,[ARR] [Sev C] SR-2204110030000414 RCA request- UnsupportedOperationException: dataType issue
2811,MLflow model registry not working on cluster with Docker image
2812,2204130040011430 | ARR | Error running Job
2813,CSS-ARR-SR#2203140030000750 Azure Databricks - SCIM API User Creation adds cluster create permissions by DEFAULT
2814,issues with library and all the jobs are failling in databricks
2815,"multiple clusters show ""DBFS is down"""
2816,1131057006416726 - f55d4ef9-4d7f-4763-8661-9b82de6c08c9 - 2204040040008424
2817,2204130060000666 
2818,Commit File Not Generated Upon Job Failure
2819,Security Group Missing 
2820,[ARR] [Sev A] SR-2204130040012512  Scheduled jobs are taking more than usual times. Jobs which used to take minutes took hours or running for forever.
2821,AWS Cross Account S3 access issue
2822,Reading Delta tables using Hive not working as expected
2823, Help investigate a failing job
2824,One query is working on DBR 9.1.x. but not DBR 10.4.x
2825,Cluster terminating reason - unexpected launch failure
2826,AWS S3 bucket for Databricks Artifact is public
2827,Python packages pip install takes too long
2828,Python packages pip install takes too long
2829,"6540 - ARR - American Airlines - Stuck job, cancelled after 168 hrs"
2830,any change to the vpc caused databricks terraform to recreate databricks_group_instance_profile and databricks_group_member
2831,SQL Endpoint performance issue
2832,Visible DataLabels in the Graphic Combo
2833,0654 - g - ARR - AA - Long running job
2834,2754134964726624 - 81b4ec93-f52f-4194-9ad9-57e636bcd0b6 - 2204110040003935
2835,Remove Databricks Account Admin
2836,Driver node shut down by cloud provider
2837,Help Center - New Authorized Contact - Unable to Log In
2838,Facing memory issue while performing ETL using Spark scripts
2839,2204120030002479 | GIT access
2840,write error in job cluster
2841,Increase instance limit
2842,Metastore
2843,Job clusters failing to start up
2844,Notebook fails with IOException caused by RemoteClassLoaderError
2845,3986454804076847 - f55d4ef9-4d7f-4763-8661-9b82de6c08c9 - 2204040040008424
2846,Databricks Academy Course Catalog Training Links Not Working
2847,ipywidgets is broken! not rendering. 
2848,Query regarding the cluster creation and access
2849,Cluster Launch Failure
2850,Databricks Accessing other Deployment
2851,GPU cluster disconnects while runnign hyperopt
2852,Would it be possible to have a deterministic hash based on the code inside a UDF?
2853,Enabling the private workspace feature.
2854,SHOW GRANT is not working
2855,CLOUD_PROVIDER_LAUNCH_FAILURE
2856,Explore paramater for json sizing within Databricks
2857,wrong EBS volume attached to clsuters
2858,Concurrency Control - Clarification to fix the multiple update/insert to the table
2859,Deep learning using pytorch resulting in OOM issues
2860,2793632992259305 - e756ddea-d52c-404b-abea-81ee9b4d9164 - 2204130040006794
2861,Admin users can't login
2862,"""code"": ""AWS_INSUFFICIENT_INSTANCE_CAPACITY_FAILURE"","
2863,Whitelist Verisk IP ranges to access Databricks Endpoint
2864,readStream & writeStream issue
2865,Cloud provider launch failure
2866,Corrupt Linux VMs are used
2867,ARR | Job cluster error: SPARK_IMAGE_DOWNLOAD_FAILURE
2868,User not receiving email
2869,Jobs failing with cluster time-out issue
2870,Control Plane Request Failure
2871,[ARR] SR-2204120030001695 Cluster policies not working as expected
2872,scheduled job failed with error message Error in SQL statement: AzureCredentialNotFoundException: Could not find ADLS Gen2 Token
2873,CSS-ARR-SFMC-2203170040001201-ADB Cluster Hung
2874,"""Photon"" unit price and billing"
2875,1.Databricks-Log contains no information about causing column in case of type mismatch during Synapse-Write
2876,git token management API
2877,2204130040000795  read parquet date column has issue caused by Julian/Proleptic Gregorian calendar
2878,Jobs Preview Requests
2879,Follow up (00138540) Performance issues.
2880,CSS-ARR-S500-SR#2204120030001534-DBR 10.4 cluster upgrade Issues
2881,Job Cluster Notebooks are not visible to users
2882,[ARR] [Sev B] SR-2204120030002012  job failing due to ExecutorLostFailure (executor 10 exited caused by one of the running tasks) Reason: Remote RPC client disassociated
2883,Job Stuck at Simple read Command
2884,Databricks SQL Not listed in persona
2885,Azure Databricks | Technical clarity on usage
2886,java.lang.IllegalStateException: The transaction log has failed integrity checks.
2887,ConnectException: Connection refused (Connection refused)
2888,Test For email notification 
2889,Follow up ticket for 00137952 | 2203140030000472 
2890,Cluster terminated.Reason:Azure Vm Extension Failure
2891,We are setting up a new connectivity to AWS S3. It is required a new certificate to be installed
2892,Cluster is not doing anything
2893,Job cluster did not shut down
2894,Jobs taking too long - performance issue
2895,Job run failed
2896,Failure to write to cosmos db
2897,Query access issue in Databricks SQL
2898,[ARR] SR#2204120010000787 Databricks communication between Java/Scala and Python
2899,Geni access request
2900,Issue with executors
2901,[ARR] SR#2204120010000787 Databricks communication between Java/Scala and Python
2902,Submitting sql notebook using Databricks api
2903, Customer is having intermittent connectivity issue in Azure Databricks
2904,cannot mount gcs bucket to dbfs
2905,Effective Routes and NSG restrictions traffic issue
2906,Executor Lost for one job
2907,need help setting up new worksapce
2908,2754134964726624 - 81b4ec93-f52f-4194-9ad9-57e636bcd0b6 - 2202230040008781
2909,jobs hang or fail after upgrading to runtime 10.4 
2910,Unexpected error while running query in Redshift external data source
2911,EU-West-2 and EU-Central-1 down
2912,We cannot connect to Databricks workspaces!
2913,Need help with cx reaching limit
2914,Kafka GroupID and load Delta table as a stream source 
2915,Package installation issue
2916,How to collect Spark worker logs?
2917,866851050781084 - f55d4ef9-4d7f-4763-8661-9b82de6c08c9 - 2204120040025469
2918, Error on AzureADAuthenticator.getTokenCall
2919,How to update Job to auto-az
2920,AutoLoader issues
2921,Issue installing Rstudio on clusters
2922,Cluster Fails to Start
2923,2203290040001161 | delta table
2924,Preventing long running jobs on High Concurrency Interactive clusters
2925,2203290040001161 | Delta table
2926,2202250040006052001
2927,Notebooks getting cancelled and Intermittent blob operation not supported when executing deltaTable.delete
2928,10.4 and 9.1 Compatibility issues when using pyspark.sql.dataframe.filter
2929,Dask LocalCluster with Processes fails to start on a Databricks Privacera-Enabled Cluster
2930,Enable dbutils.secrets.get
2931,Control plane service endpoint configuration for the region`europe-west3`
2932,"A job that typically runs for 6 minutes only, ran for 58 hours this time"
2933,Workspace deletion
2934,cannot start cluster
2935,ARR Customer: Lidl - Cluster terminated.Reason:Azure Resource Provider throttling
2936,Cluster Termination and Autoscaling
2937,databricks Horovod example
2938,Follow up of(00140747) Cluster Configuration changed with new Hardware Types.
2939,Graviton instances not working
2940,SSO between applications
2941,2204040040005575 | Synapse failure
2942,User was not able to enter Databricks workspace
2943,2204120030002145
2944,Connection issue with Azure Databricks using ODBC
2945,Delta Live Table Overwrite mode
2946,Prod databricks hard Down
2947,Databricks jobs failing in production
2948,Jobs failing with cluster time-out issue
2949,gar for 2203180050000275 
2950,"RuntimeError: could not open socket: [""tried to connect to ('127.0.0.1', 33569), but an error occurred: [Errno 104] Connection reset by peer""]"
2951,Missing log entries from Azure Data Factory
2952,refused to connect
2953,Follow up of 00138365
2954,2204120030001057 |  ARR | problem with  DBR 10.4 LTS while flattening the json
2955,spark security overhead impacting performance
2956,MLflow experiment permission denied
2957,Unable to use great_expectations python library
2958,Not able to access mounted container files in databricks
2959,Issue with Cluster scoped init scripts
2960,ARR | Intermitten error: Table or view not found
2961,[ARR] Enable dbutils.secrets.get on WS 3385660146604390
2962,Failure to write to cosmos db
2963,Libraries are not properly uninstalled from clusters
2964,Performance issue in our databricks code
2965,ERROR TransportRequestHandler
2966,Spark Expert Assistance with Pandas UDF implementation
2967,2204120030001230
2968,A retriable error occurred whilea ttempting to download a result file from the cloud store but the retry limi had been exceed
2969,Databricks cluster Nodes not getting released to pool on time.
2970,"Cluster logs grows rapidly and uncontrollable, driving high costs, manual purge is unresponsive and unstable"
2971,2203300030002167 customer wants to use a custom java package in databricks with python
2972,ARR | 2204080030000725 | API to attach notebook to cluster
2973,Why AutoML takes only sample dataset?
2974,We are observing a lot of delay and intermittent failures when trying to start a Spark Cluster in our Databricks
2975,Schema Browser not Wworking
2976,Cosmos to BLOB streaming job is not working properly in spark3 whereas it is working fine in spark2 codebase
2977,Databricks cluster is not starting. and failed
2978,2204110050001893 
2979,"2204070040000763| Job aborted due to stage failure,Could not verify copy source"
2980,Getting Dataset refresh issue in Power BI dashboard
2981,Upgrade account to E2
2982,BugReport: Read SQL Endpoint from Spark JDBC
2983,[ARR] [Sev B] SR-2204100040000077 RCA:Unable to acquire lock to files from ADLS on Databricks
2984,DirectQuery query folding to Databricks producing invalid SQL
2985,2204080030001823
2986,R - generated HTML not rendering in Databricks notebooks
2987,ARR- 2204010040007120- Inconsistent Results in Query
2988,[ARR] [Sev B] SR-2204070010002917   continue to 00141203 how to execute the mounted file for job cluster
2989,Issues in viewing the MLFLOW Experiments from Databricks MLFlow UI
2990,Databricks failed to download dependency jar from maven central
2991,2204110060001139 
2992,Gennie Access
2993,Need oncall engineer to pin Intuit PRD workspace back to custom image
2994,Earnin Databricks console is down 
2995,Access Workspace to check version differences in notebook
2996,Earnin's production Databricks console was not accessible for about 20 mins on 4/08
2997,debugfs on worker nodes not owned by root
2998,Databricks User within IAM Passthrough cluster unable to execute Query - Issue already reported.
2999,Cannot enable audit logs for account
3000,Parquet files deleted
3001,Job stuck on simple read from mounted data lake
3002,Issues connecting Databricks to DevOps Repo
3003,SQL access
3004,Unable to Vectorize Pyspark operation using Pandaf_UDF. Facing Performance Issues
3005,Okta Databricks Configuration
3006, issues with library and all the jobs are failling in databricks
3007,spark error
3008,Follow up: Databricks PVC control plane log4j v1 vuln
3009,ARR UBS - Unable to deploy the workspace with CMK for Notebook using the ARM template provided by Databrick
3010,2202110040007666 | PowerBI
3011, issues with library and all the jobs are failling in databricks-
3012,any command line or api to replace jar file name in the job?
3013,2202110040007666 | PowerBI connector
3014,strange UI in job list
3015,2204040050001391
3016,ARR:SevA: Can't read xml from storage container:SR2204110040005543
3017,Setting job description in spark UI not working
3018,Cluster Creation Failing 
3019,issue parsing json schema
3020,Increase secret scope in internal account
3021,Retry Limit Error
3022,xgboost==0.6a1 installation failing in in DBR 7.3 LTS ML
3023,Table or View not found on Warehouse SQL Endpoint
3024,ARR: Jobs are failing intermittently:SR 2204070040000867 
3025,Slow to write pyspark DF to snowflake
3026,unusable since the driver is unhealthy
3027,Databricks Token Expiry
3028,Python file not uploading in the repository section
3029,job failure notification
3030,cannot login to accounts.cloud.databricks.com
3031,Significant performance degradation when upgrating from 9.1 ML LTS to 10.4 ML LTS. 'Process Test Performance
3032,Job failuer
3033,2204110040000576 | AutoML
3034,Change Data Feed unexpected behaviour
3035,Pipelines failing post DLT GA
3036,"While writing data from databricks into ADLS files , storage ACL permission (Mask bit) is not inheriting properly "
3037,Query on cluster access
3038,TEst
3039,Job fails
3040,Cosmos to BLOB streaming job is not working properly in spark3 whereas it is working fine in spark2 codebase
3041, autoloader failing with error Input marker does not start with input path
3042,Databricks jobs are failing to trigger the automation account Runbooks
3043,Databricks Runtime 10.4LTS Weird Behavior
3044,Accessing AWS Athena from databricks
3045,https://sportsbet.cloud.databricks.com/ workspace not available
3046,ARR | impact on vacuum
3047,Getting Error while creating table
3048,"""InvocationTargetException"" error while running show databases query"
3049,ARR | 2204080050001186 | Databricks cluster failure with message cause null
3050,Unable to create table. The associated location is not empty but it's not a Delta table 
3051,ARR - Databricks interal storageAccount and redundancy level-
3052,ARR | 2204110040002270 | Request access to Databricks Secrets using dbutils
3053,Rstudio 1.4 initialization failure
3054,Follow up case on SF #00139547. Need a call back to discuss | ARR SR# 2202150030002462
3055,Databricks jobs are failing to trigger the automation account Runbooks
3056,Production Job Stuck in running status indefinitely
3057,Installing python packages through pip fails on HC clusters with credential passthrough
3058,can not load the Cluster in workspace
3059,Databricks File System (DBFS)
3060,Snowflake SSO python connector
3061,Platform Issue - Xpopd Field Weekly Processing
3062,Not able to start any cluster (Intermittent Issue)
3063,Few users unable to SSO to our new workspace 
3064,"[ARR] [Sev X] SR-2204050030002523 related to #00139893 consideration of ""Parallel access to the create path detected"" err"
3065,Issue with sending SQL query to remote via Query API
3066,2204080010002780 | ARR | Seeing metastore and DBFS down on eventlogs  frequently
3067,Databricks jobs are failing to trigger the automation account Runbooks
3068,ARR | 2204080030001938 | Workspace creation is failing | Standard Chartered Bank
3069,[ARR] [Sev B] SR-2204080030001854 - ExecutorLostFailure (executor 15 exited caused by one of the running tasks) Reason: Executor heartbeat timed out after 157195 ms
3070,CSS-ARR-2203280040003823-need to know hive manage tables creation details in azure databricks
3071,SQL End point vs Cluster Performance for RShiny
3072,2204110030000243
3073,2204050050002744 Spark job stuck in pending
3074,[ARR][Jobs are running for long]
3075,[ARR] [Sev A] SR-2204100050000057 continue to #00141395 Errors execution Databricks jobs due to AZURE_RESOURCE_PROVIDER_THROTTLING
3076,Slow execution of Databricks notebook
3077,Customer is facing throtling issue and production jobs got halted
3078,Follow-up for 00138795
3079,Assistance in tracking a spike in VPC network cost
3080,Correct Course to Learn Databricks
3081,Unable to use installed wheel cluster library
3082,ARR - Adobe - 2204080010004175 - Increase jobs REST API data retention limits
3083,gar 1734210911128650
3084,gar for 2204080030002269 
3085, Databricks environment highly unstable
3086,What if I can't find a ML runtime with desired tensorflow version when setup cluster?
3087,SQL Endpoing Unity Catalog Error
3088,grpc-netty-shaded conflict
3089,Rearranging columns in Delta table
3090,Photon Failing To Write Out Table After Several Retries
3091,Issue creating Notebooks and workspace
3092,Create a VPC endpoint on the Databricks AWS account to enable GHE connectivity
3093,Databricks
3094,Login issue
3095, Storage access inconsistent
3096,Installing R and PYthon packages on a non-docker cluster
3097,Health check was not dispatched to the driver within 900 seconds
3098,ARR - Walmart - 2204080030002206 - RCA - Job failure on Azure Databricks workspace
3099,ARR - Walmart - 2204080030002206 - RCA - Job failure
3100,"Hi there, when we try to run packrat::init('/databricks') in the databricks notebook, it gives us an error"
3101,ARR | Unable to access Sample Datasets on Databricks Control Plane from DTV Databricks workspace
3102,DatabricksThrottledException Thrown in One Environment but not Another
3103,Unable to read data from Synapse into Databricks
3104,Delta write failures to S3
3105,Issue with rendering tfx metrics in databricks notebook
3106,2024735194922644 - 91c73acf-ab63-413f-ac57-807d086da79e - 2204080030002206
3107,AutoML experiment giving unknown error
3108,Streaming job failing in databricks
3109,issue pushing logs to splunk from databricks
3110,Issues Running explainerdashboard
3111,Getting refuse to connect when launching tensorboard 
3112,nvirginia.cloud.databricks.com:443 failed to respond
3113,Databricks SQL - Dashboard update error presentation
3114,Cloud provider failures during cluster creation East US2
3115,ARR |  NielsenIQ Coke Mastertrack - Cluster failure
3116,Facing issue while trying to connect bigquery using jdbc from databricks notebook
3117,User stuck in password reset loop
3118,cannot create user: User already exists in another account
3119,ARR Customer JNJ: Ganglia UI is not working & Metrics are not accessible.
3120,Change in data bricks worker type and driver type
3121,SQL option not avaiable
3122,Retrieve data from databricks S3 bucker
3123,Error starting the 'RStudio' cluster. Message is 'rstudio-install.sh failed: Script exit status is non-zero'
3124, Please help me to get the Ganglia UI report images to dig into the detailed cluster report
3125,CSS-ARR-S500-SR#2204080060001080-Needs to recover deleted folder in databricks workspace
3126,2204050040001272
3127,Running a Python script in Databricks that currently is in local computer
3128,Error starting the 'RStudio' cluster. 
3129,Optmize not working for some jobs since switch to DBR 10.4 LTS
3130,AllocationFailed Error | 2204080010002210 | GEP
3131,2204060050002507 | ARR | java.lang.NoSuchMethodError: org.apache.spark.sql.catalyst.encoders.package$.encoderFor
3132,Process failed in production
3133,[ARR] Jobs intermittently failure to write to SQL and Log analytics
3134,Clarification required on new r5a instance types
3135,Follow up 00132204
3136,gar for 2204080050000172 
3137,Follow Up  SF 00141036
3138,Clusters 'Running command' but not doing anything
3139,Job failing with library error | 2204070030001149 |  Cummins
3140,ARR | AIA | Databricks ssl cert expire date | SR: 2204070060000837 
3141,please help to check backend log for event hub stress test
3142,Not able to start cluster server
3143,ADB Clusters not getting on
3144,2204080030000474
3145,Databricks run page url is not opening in browser
3146,SSO parameters
3147,[ARR] SR-2203310010000891 DsPredictionV3 messages are lost while publishing to TOPIC
3148,databricks plan using explain
3149,CSS ARR: Follow Up 00139476: VM name and ID request for 00139476:SR 2203240040003987
3150,Queries regarding Hosted Metastore
3151,2204070030001149
3152,2204070030001149
3153,Updating cluster to select AZ automatically.
3154, Error while reading file dbfs:/mnt/itgp/eng/l6b_array_alr_rpf/_delta_log/00000000000000008570.checkpoint.parquet
3155,Spark job failure
3156,Databricks job stuck for 3.9 hrs
3157,Follow Up SF 00139211
3158,Follow up of- 00131007
3159,Issue on Spark scheduler pools for streaming job
3160,New endpoints pending acceptance from databricks
3161,Spark job failure
3162,ARR | 2204070010002917 | Does NotebookTask in Job API support ADLS paths?
3163,job cluster hanging in running states.
3164,What is the expected accuracy and precision of time services within NTP service
3165,2204030040000672001 
3166,"No ""Use your own Docker container"" option"
3167,Autoloader failed to load parquet files when wildcard is used
3168,"[ARR] [Sev B] SR-2204070010003095-How to install init script ,  python libraries and MQ Client"
3169,Unity Catalog
3170,Cluster not launching
3171,Apparent bug in to_timestamp function
3172,new failure in automated databricks pipeline
3173,ARR | notebook failure |  2204040050001708 
3174,Errno 14 from dbfs
3175,Problems when Access ADLSGen2 using a SAS token provider
3176,delta table can't be modified
3177,Secure S3 Access via Instance Profiles Disabled ECR Access for Container Services
3178,ARR| RCA for intermittent errors in production environment - 2203210010002555
3179,2204070040008171 | Init script
3180,Cannot make user account
3181,Spark Driver does not come up due to SLF4J ClassNotFound Exception
3182,Need Public ips to our Business Intelligence cluster
3183,exception thrown initializating filesystem
3184,Overwatch job not generating tables from PVC audit logs
3185,2204050010001036
3186,Autoloader BackfillInterval causes stream to pause for long duration.
3187,Force cluster to use static ip on AWS
3188,Job cannot modify Delta Table
3189,Delta table not able to be modified
3190,Unable to Create Cluster with GPU EC2 Instances
3191,Max request rate for EC2 causing job failure
3192,Databricks API (Query History command) not receiving filter properly - Saved
3193,Guidance on how to get access logs for when new user is added or removed from DBx.
3194,Merge Legacy E2 Account  into Current E2 Account
3195,2 instances coming up per SQL endpoint
3196,Problem to create Service Principals
3197,unable to cancel job run
3198,Production Jobs failing after moving to 10.4 Runtime
3199,ARR:SevA: Intermittently failed connectivity between ADF pipeline and Databricks:SR2204070030001901 
3200,Increase the scope for EDL
3201,SSO with Account level
3202,Unusual Exit Status
3203,Issue with external table having integrity check fails when copied between prod to dev s3 buckets.
3204,2204070030000778 | Streaming job failure
3205,"""Couldn't find all part files of the checkpoint version"" errors when querying the table"
3206,Security Finding/Vulnerability - certificate
3207,Cx cannot modify delta table during job run
3208,Cannot modify Delta Table
3209,Unable to login to dbx support login
3210,ARR Customer Altria: Databricks Repos sync issues from Azure Devops
3211,cx is facing CLOUD_PROVIDER_LAUNCH_FAILURE(CLOUD_FAILURE)
3212,Issues identifying origin of long running processes 
3213,ARR:Cluster usage went down and jobs got delayed and failed on around 04/06/2022 10:02:00 UTC.:SR2204060040007331
3214,All Clusters in Dev Environment Suddenly Failing with Bootstrap Timeouts
3215,docker image is not working
3216,Jobs are not getting canceled
3217,2204060040007355 | Scenario based
3218,Cannot add column to delta table on DBR 9.1 LTS
3219,Cluster is not starting
3220,Cluster very very slow
3221,Job Clusters do not terminate
3222,Databricks jobs unresponsive while fetching data from CosmosDB
3223,Facing with an ArrayIndexOutOfBoundsException and NegativeArraySizeException errors
3224,Access dbfs default storage path is timing out | ARR SR# 2204070050000512
3225,CVE-2022-22965 vulnerability
3226,Not able to start cluster
3227,2204070030001149
3228,Delete older data from S3
3229,Feature Extraction has become slower
3230,workspace access - 2203310030000887
3231,gar for 2203180050000275 
3232,Jobs failing with library not being installed on clusters
3233,Issue with connection between SAS and Databricks
3234,CSS ARR | 2203230030001649 - ADF pipeline job is failing in CART-ADF-Prod
3235,Unable to install tensorflow library on graviton cluster
3236,"Spark Dataframe is getting column name in row data, instead of values"
3237,Resource Required to append to a delta table 
3238,Not able to activate Databricks Unity Catalog
3239,ACL Clusters TCP Ports Security Query
3240,[ARR][2204070030000183][Databricks job not able to complete as the cluster config has reached the max capacity]
3241,how to grant job permission to runs submitted by API
3242,How to use R studio for Databricks
3243,[ARR][2204070030000183][Databricks job not able to complete as the cluster config has reached the max capacity]
3244,CSS-ARR-SFMC-2204070030000778-RU is increasing in GR from yesterday night in streming job
3245,AND operator raising UnsupportedOperationException: dataType with LAG
3246,ARR | Cluster is in pending state forever | 2204070050000281 | UHG 
3247,unable to run job cluster when attaching a notebook to it.
3248,2204070030000272 
3249,2204070050000281
3250,policies log check
3251,Databricks log capture user command behavior and table access control question
3252,SQL endpoint display wrong value when the length of number is more than 15 digit
3253,Need some clarification on delta live tables
3254,ARR-CSS_SFMC-Databricks production job has been failed multiple times
3255,[Airflow Task] Data of certain conditions are loaded twice on a 'specific date' delta table (insert into)
3256,Failed installation of event hub connector library from Maven repo in databricks cluster.
3257,User getting error while running sql query in notepad
3258,[Airflow Task] Full data loaded twice in a 'specific date' parquet table (insert overwrite)
3259,Corrupt Linux VMs are used
3260,Delta table merge into command creates lots of files in storage | ARR SR# 2203110030000770001
3261,Unable to import data from RDS using spark databricks
3262,"Access to non-admins to ""Create and trigger a one-time run"""
3263,Schema creation fails with exception 'CTLG_NAME'
3264,Execution of 2 Jars on same cluster sequential with same prod.conf
3265,"How to provide SQL Access to a Group for running queries, explore data"
3266,JSON  file read issue
3267,Undefined function: getArgument
3268,Reg virtualenv          
3269,Unable to stream data from google pub sub using spark 3
3270,Demo Ticket
3271,"[ARR] [Sev B] SR-2204040030002605 The cause of Mestastore, DBFS down"
3272,check how to enbale delta live table
3273,cloudwatch-initv2.sh.txt failed
