text,x,y
ARR - 2204210040011633 - delta table write to storage hanging for hours with no errors in logs,7.1069527,1.5106974
Access issues for S3 mounts,8.902137,3.0667887
Secrets not being redacted in driver log 2204140010001013 - 2112120010000141,12.03844,0.58211875
User Unable to Login to Databricks,10.366517,4.4450808
Users have public access to CSV files generated through download button on notebook,8.730596,1.5489354
Issue trying to run Databricks Dash application on Databricks Cluster,12.84391,2.5396566
showroles not showing all the collibra rows,8.840744,1.1356844
download all records hangs when executing command,9.827098,1.3211318
Unable to start cluster,14.749872,1.1499746
Projects files as dependency for DBX jobs,9.091588,-0.124128215
Behavior change in %sh when Arbitrary Files in Repos feature is on,10.347058,2.4481769
AT&T:ARR:R-Shinny Application Time out if no activity for over 5 mins:SR2204210040012118,8.778442,1.0943432
Spark Job constantly fails due to Executor Loss Failure,10.307405,-0.8576751
unable to create cluster,14.313915,1.4359022
Databricks jobs seem to have had replica/networking issues,12.251921,2.8572137
Cluster terminated.Reason:Request Throttled,14.479536,0.41081208
Databricks Job Clusters not starting,13.184367,2.4299874
All scheduled jobs failed this morning & Could not start any all-purpose clusters,13.049832,-0.81087095
Optimizing geographical join,11.292798,0.7109153
3962936883739740 - c450f3d1-583c-495f-b5d3-0b38b99e70c0 - 2204210040011633,2.7678607,3.704193
ssl certificatte,8.975548,3.1493762
Job Failing Databricks,12.658882,3.0040674
RuntimeException: HiveMetastoreClient error,12.808538,5.355713
Job failed with error message Cluster became unreachable during run,13.157561,-0.79751265
2204200040006556 | Job performance,11.812643,-1.7520437
Cluster failure,14.204325,1.4790571
Random users added to Account,10.062211,4.43795
Databricks job failed with error message,12.481327,3.2807798
SQl Endpoints not adding ClusterName tag to ec2 instances,7.665069,0.06601598
2204130040009267 | Cluster startup,13.059048,0.7933751
Disable and Re-Enable SSO Integration for root account with Azure AD,9.444768,5.2898474
2204130040009267 | Cluster startup,13.056526,0.7946741
ARR - 2203180040004316 - Walmart - PowerBI connectivity to SQL Endpoint failing with AAD,7.5617166,0.33402956
Cluster takes long time to become available to end-users,14.147785,0.83413434
Need storage analysis,9.48718,2.8040473
SSL connectivity to container registry from Databricks,9.327345,3.2760904
ConnectException: Connection refused  DataMessages$GetMountsV2 since peer BoundRPCClient[http://10.139.0.6:7070 with NoProxy] is DOWN,8.778124,2.2958393
Audit Logging,11.500712,3.81857
2204070030001551 Credential passthrough when triggering job from Azure Data Factory,8.481445,4.0776677
"Need immediate assistance - Prod issue -  we have installed a third party jar in databricks cluster for encrypting/decrypting the data, when we try connect to that cluster from power BI and we are getting a udf function issue.",9.985626,2.4436593
126390a6-5dca-486a-9aec-3e5b45b48ecc,3.2135937,3.8001714
2204130030001378 | ARR | Not Able to Preview .py files in Databricks,10.788864,2.5619943
JDBC/ODBC Server - Open Sessions for days,10.975765,1.1917254
aborted job due to connectivity/memory issues,11.262643,-0.8022551
Not able to store ML model,11.322747,1.6922803
Access denied to s3,8.857623,2.8834233
ds-etl-dev and rx-experiement-large-driver spark interactive clusters are not able to query the Data Lake Views,9.911667,0.71506995
Need help optimizing pandas UDFs for deep learning inference,10.2359,0.9642669
PVC Upgrade from 3.47 to 3.55,11.379539,2.607683
How to setup UTF-16 on Databricks Cluster ?,10.239373,2.354767
workspace access | 4729415788177088,11.23538,5.1336265
CSS-ARR-2204210030000061-Job failure ,11.698846,-1.4898517
Change in data bricks worker type and driver type,11.485968,0.5258769
Running a Python script in Databricks that currently is in local computer,11.351232,2.6473024
2204200060001175_Databricks Jobs Failed,12.389998,2.8482745
"2204140040005042 | AT&T Services, Inc. | ARR",7.0455103,2.8389344
 Reading an  external configuration file (application.conf) from Azure databricks,8.57964,3.8319716
ARR 2204110050002238 - Update repos not working,7.0887628,3.6424658
We can't start clusters,14.698168,1.2048857
Cluster (10.4) shuts off randomly,13.466028,0.91073006
problem with spark streaming executor lost,10.091082,-0.24638036
Not able to access other region S3 bucket in US,8.932429,2.886972
databricks sql connector 2.0.0 cannot run on DBR 7.3,7.7016735,0.060856227
Databricks run page url is not opening in browser,11.343736,2.9614406
Random issue running a query in Databricks,10.164305,2.1915095
Not able to use Pandas function,10.164758,0.94871986
Error reading file from absolute path in SPark facing issue,9.8694725,0.056756765
job keeps failing with FetchFailedException  ,10.776466,-0.57592493
Error in writing data to synapse table(error occurred while authenticating against Managed Service Identity),7.878124,1.7325617
cluster launch failures,14.89042,0.470848
2204200010000958,-1.25762,2.6838424
Invalid endpoint when calling account api,7.6158614,-0.5574118
Unexpected failure while waiting for the cluster,13.846013,1.1529661
we want to understand job concept according to Doc,11.051991,-0.36788055
2204180040002686 |  MyFedEx | ARR,6.902708,2.872071
[ARR] [Sev B] SR-2204190040005554-Jobs running longer than expected frequently,12.120223,-0.83677405
Bronze DLT pipeline cancelled,10.9511385,0.43813628
[ARR][2204070030000183][Databricks job not able to complete as the cluster config has reached the max capacity],12.525657,1.5942993
We are setting up a new connectivity to AWS S3. It is required a new certificate to be installed. ,9.284346,3.2604408
RDDs as a result of read_csv are different in DBR ver. 7.3 and 10.4 LTS,8.379246,0.9958931
Job Failure at seemingly random intervals,12.920528,-1.3762327
Enable Files in Repos option no available ,7.1293807,3.7470038
can't read mounted files from DBFS from sh commands,9.671925,3.559922
performance optimization,12.295252,-2.461094
Databricks cluster takes unreasonably long to be created,13.170397,2.2791615
Follow-up on 00135798: Job fails when worker nodes on specific SKU,12.293403,0.124840245
4206 - ARR - Humana - Databricks support for 3.1.3 to address CVE CVE-2021-38296,10.242342,2.0048776
Unable to Provision E2 Admin Account,10.041133,4.9796624
ec2 fleets cluster pool doesn't follow the region specification ,12.996344,1.5614675
Case by Pablo,6.0661216,3.4337704
2777928729223047 - d4199cb9-58c6-44c0-901f-9824ed868a0c - 2204200040003791,3.056432,3.8891835
DLT Cluster Configuration,13.7945175,1.5422983
Unable to run spark.read  for .csv file from storage in vnet/npip workspace,9.707793,0.35995716
Submitting Mutiple Spark Job Task through Run Submit API,10.210593,-0.53815717
Many failures during clusters creation ,14.347178,1.3934307
Databricks Kafka SASL Error,8.0434675,2.633699
AWS API error code: InvalidGroup.NotFound,9.025014,1.9754345
Databricks repos - Seeing changed/modified files in the repos tab,10.694185,2.660327
redis on DBR 7.3 ?,8.42486,0.6948301
Error Launching a Job Using DBX Launch,8.804995,0.21699382
AnalysisException: Undefined function: count Spark Sql,9.233752,-0.0765075
"""lag() ignore nulls"" broke",10.211059,1.1709809
need help with crowdstrike implementation,10.1752205,2.4635425
DBFS files in s3,9.568284,2.3655097
Airflow DAGs not working when VPN is connected,9.572688,2.403189
acessing databases using Mlflow projects and databricks,11.38882,2.0317645
3670587557554624 - 286d7b79-4849-4b63-a7ca-5dd839c53e86 - 2203180040004316,3.0650854,3.8623955
Cluster taking more time to start-,14.178963,0.90053904
Ad group user not able to access,8.072016,3.3509078
SQL Endpoint,7.1910167,-0.67294925
Databricks to JDBC Using SSH Tunnel,8.143026,2.0795007
Unable to change network config for a workspace.,10.980501,5.128535
Not able to connect to the Databricks EC2 instances on data plane,10.836445,3.2215056
ARR - 2204140040007176 - Credit-Suisse - Disable CMK on Databricks workspace,10.998087,4.00997
SSO Configuration Disabled,9.573208,5.462628
Cannot start using Delta Live Tables,6.436024,1.1480306
Random data drop in Field reporting sales,10.261229,2.135638
DB-004 Instructor-Led courses are not available for Ezra,10.459964,2.1034877
Describe table differences in DBR 10.4,8.161634,0.6687584
Alert emails not being sent,10.803089,4.2109056
3337075389283370 - 6b64b59f-432d-401e-b552-d855f1e1d2e0 - 2204060040002674,3.3557289,6.7924223
query security vulnerability mitigation,10.244821,2.5681794
"cluster terminated in databricks, however ec2 instance in aws is still running",12.873024,2.1395667
error when running a job containing mlflow,11.399165,1.6716312
2204200060001999 | Job stuck,11.607745,-1.9648051
Saving DataFrame to db table results in inserting duplicates,8.817274,0.7775871
Treating string as json,9.1232195,0.9163867
Databricks Tables Restoration,12.05764,3.5950742
Use IAM instance profile in prod AWS account,9.378545,3.3475177
Backend Service Unavailable,11.017678,1.2859372
Can't see execution plan graph on all-purpose cluster,12.138302,0.91875374
Databricks PS Team Cannot Access our Workspace,10.881576,4.414698
"Error in jobs after upgrade from 10.3 to 10.4 LTS, until 2 days ago",12.424889,-1.2561244
Job issues,12.848754,-2.198114
getting error during configuration of log delivery,10.387701,1.6071296
unable to start jobs clusters,13.389937,-0.43745974
mount command is not working in E2 shard,8.7603035,3.3001063
ARR |  job reported time longer than sum of individual cells | 2204190030002165,12.2435,-0.47109967
Databricks 9.1 LTS libraries issue,11.5871525,2.523487
Cluster (10.4) shuts off randomly,13.527714,0.92343456
JDBC driver - intermittent stuck queries,7.9359717,1.8669759
Databricks  unxplained errors,11.972104,3.6668437
2204130030000434 | ARR | Issue with Cluster Event Logs,12.466943,0.99032116
2204190030001595_Cluster unable to accquire additional worker nodes in upscaling,12.3456545,0.3076441
transaction control when writing to SQL DB,7.5289016,0.3291411
terraform template limitation,11.382102,4.2119536
java.lang.IllegalArgumentException: requirement failed: Did not get the first delta file version: 1 to compute Snapshot | ARR SR# 2204190030001144,7.3495398,1.449453
Issue running transformer model,10.199042,0.3926848
ARR | job api limit | 2204190040001460 | Capital Group,11.441767,-0.6337251
Databricks environment highly unstable,14.066492,4.2667565
ARR | 2203290030003204 | Question about the behavior of SCIM provisioning with AAD (preview),7.194167,2.8633986
Jobs failing and cluster is being terminated,13.509508,-0.6017619
followup of SF ticket 00140328,18.717768,-4.9675756
Databricks environment highly unstable,14.081679,4.2836185
Need help to check from azure databricks to verify if the trace data has been sent successfully without any data truncate,9.979723,2.3528123
java.net.SocketTimeoutException: Read timed out,8.9607525,2.0732112
Databricks environment highly unstable,14.080357,4.2810473
Horovod,10.915297,0.7819116
Facing issue while connecting SQL Endpoint via JDBC connection,7.6600237,1.766823
Facing slowness while executing queries in Databricks cluster,12.403521,2.5395443
2204190040001460 ,-0.9176787,2.4068425
2204200060000894 |  Procter and Gamble | ARR,6.7689247,2.8472846
Can we set auto log off from Databricks workspace if inactive in xx mins?,10.965176,3.8988922
DBT Databricks connection issue,10.649459,2.9968271
Unable to spin up cluster from the workspace ,13.597104,0.030186128
Python lib install failed in databricks cluster,11.942932,2.0742044
hanging Spark command in notebook,10.239898,-0.9995093
Python lib install failed in databricks cluster- Saved,11.92986,2.095073
job schedule delay for more than 15 minutes,12.298526,-1.161077
Getting Timed Out Error,8.966807,2.0084672
9667 - g - ARR - Albertsons - Clusters not starting,13.280179,0.9976434
"Why am I in a ""Read-only file system"" after integrate with github?",7.591173,3.6811345
[ARR] [Sev B] SR-2204180030001121 Stream delay through optimize with Z-order,10.866437,0.6294235
Spark streaming with AWS Glue job takes long time to write data,10.1093855,-0.06833656
"[reopened case about 00141031, 00141027",6.201134,3.3079112
Who is my rep,7.0732064,3.7271178
databricks log check method,11.495433,3.2402492
2204190030001714 ,-1.4262352,2.4764893
[ARR] [Sev C] SR-2204140030001199-Compute usage details gathering,7.807093,2.6153045
Databricks jobs are failing - Please check,12.549612,3.0751727
Cluster creation taking a long time even then using nodes from pool,14.0829,0.9865536
Workspace request R package installation,9.250676,-0.8988983
Workspace SSO authentication access and admin access not working,9.955942,5.393373
databricks_permissions in terraform overwriting resource instead of appending it,11.006411,3.5137174
2495 - g - ARR - Cummins - Failed job,11.49543,-1.0511866
All users were logged out of databricks workspace and cannot log in,10.542488,4.439558
Not getting SSO login page for some environments,9.585229,5.431338
Prod job fails after th ecluster issues,12.92011,-0.9089922
Not able to login using SSO,9.565371,5.4606867
Unity Catalog - Create External Tables - S3 Access Denied,11.551311,5.9842744
Long Running job cluster's which are sitting Ideal in more then 600 hours ,13.043606,-0.56144047
Suddenly unable to log in to workspaces via SSO,9.917634,5.436064
Databricks SSO login issues to shards,9.766197,5.0653706
Unexpected Cluster termination,14.029178,0.3526672
SSO is disabled,9.576208,5.4686823
SSO Settings removed,9.569653,5.4634433
[High Priority] Facing login issues in Databricks,10.557128,3.7764256
Metastore is down and activity is stack,13.118131,5.149073
Job run fails in Prod due to RPC timrout,12.946363,-0.8794627
ARR Customer Adobe - Access privileges to Jobs API (Read only),11.142375,0.069228
job aborted errors,12.201677,-1.8163846
Databricks IAM unstable,14.088964,4.2859244
ARR Customer Air Canada - Databricks job aborted,11.438465,-0.93284625
Cluster launch is failing and getting successful on retry,14.887729,0.48825458
Delta Vacuum Apparently Not Working,6.3950963,1.7731582
API calls to dev servicenow from dev databricks are failing with  'User Not Authenticated' error,10.941683,2.5683713
Databricks not able to access new S3 bucket,10.442429,3.0285783
Jobs failing,12.920814,-2.1136203
Metastore access issues.,13.174772,5.0803876
Facing issue while querying data from SAS Application,8.177527,2.9297311
Unable to get SSO working ,9.608401,5.4737854
Tanvir filing test ticket,18.577784,-4.8268504
Not able to provide database access in SQL endpoint,7.4620013,-0.068602405
Cluster resize fails,14.116631,1.4775434
Changing/deleting our Account Owner,10.06342,4.79194
ARR Customer Navy Federal: Issue - Problem Downloading Models from the Spark NLP Library ,9.88144,0.7135897
Instance fleet is disabled,11.660441,0.49973455
Cluster terminated.Reason:Unexpected launch failure,14.761685,0.43380064
Issue: Problem with Spark NLP Library ,9.930057,-0.025050739
Identity Column,7.696259,0.91400576
Unable to start a cluster,14.718061,1.1105882
Latency to trigger jobs,12.142564,-1.001134
MOVE Dag is failing ,11.397216,-1.4046471
compute services issue,11.511528,2.1215968
unable to stat any cliusters,10.063079,1.1625623
Prod job fails to start a cluster,13.291189,-0.29909912
The cluster is not starting,14.746353,1.2231141
AMI Naming for Spark Clusters,10.375734,0.16879146
Jobs failing and cluster is being terminated,13.498521,-0.6164345
Clusters not starting - Driver error messages in the event logs,13.644134,1.1018986
Job Failures in Prod,12.966335,-1.0146167
Clusters failing to start in production workspace - UNEXPECTED_LAUNCH_FAILURE - SERVICE_FAULT,13.515647,-0.2652028
unset tblproperties ,7.3611984,1.7512225
Jobs are failing due to ‘Too many connections’ error,11.240298,-0.6605459
Some jobs unable to run,12.721609,-1.8448724
Multiple Intermittent Cluster Failures in Production,13.702523,1.3998654
Production clusters wont launch,14.881815,0.6758779
"URGENT - Unable to launch jobs ""cloud provider failures"" AWS us-east-1",13.011025,3.8289342
Cannot start or create clusters,14.635434,1.2550751
Cannot start clusters,14.6619425,1.2333912
Jobs are getting stuck,12.556721,-1.5645933
2204180040005100 | Job metrics,11.760176,-1.6786526
PVC Databricks RDS Instance types query,11.163097,3.0465782
Databricks PVC 3.55 configuration query,11.2701025,2.9198368
 job failed with error message Library installation failed for library due to infra fault,11.709778,2.0902605
ARR - Recover Deleted Cluster,14.503287,0.977206
org.apache.spark.rpc.RpcTimeoutException - Frequent Job Failures - Time out ,10.907476,-0.07985272
GDM prod pcmdty value change issue,10.068164,2.2927663
Disk space issue,8.863402,2.4057415
how to invoke jobs api 2.1 from inside a notebook,11.261427,-0.28474408
Delta Table merge functionality introducing duplicates,7.0055366,1.1208719
"Unable to read ""xml"" files from databricks notebook",9.031861,3.732321
Not able to access file in Azure Blob Storage,8.641336,4.08968
2204150030000081 job failed 3 times with 3 different errors,11.592956,-1.8687822
gitlab enterprise  on-premise supportability internal documentation.,10.278794,2.543917
Specify Auto Loader checkpoint location with Delta Live Table,6.6279917,1.1932532
DataBricks Optimize table command is failing on OSS Delta Tables,7.1452603,1.0318013
ARR | 2204170050000058 | Oracle Connectivity Issue,8.486075,2.653381
unable to find audit logs- overwatch,11.472134,3.5995317
[P1]sql endpoint didn't working at all,7.2575903,-0.59362835
AccessDeniedException In One Of The Query,8.503959,1.0028934
databricks migration tool  bug,11.99026,3.6959836
Tags for instances in the pool,9.441706,1.855357
ARR - Connection with Tableau ,8.360073,2.0793567
Init script having rstudio server installation failing,8.7075205,-2.0502727
write JSON data to tables using rest api ,9.442541,1.0768421
1.Databricks-Log contains no information about causing column in case of type mismatch during Synapse-Write,7.8772917,1.7618
Unable to start spark cluster,10.369138,-0.082723096
Not able to start cluster server,14.778802,1.1167592
Cannot create cluster in new databricks E2 deployment,13.23217,2.2858686
Databricks doesn't use external metastore.,12.777848,4.5005245
Deprecated Cluster Runtime 6.4 unable to hit API'S,12.415755,1.4090749
2204180040002686,-0.898275,1.9199725
"Can not ""git clone nauto-repo"" in init script to setup cluster",9.847526,2.5998423
Error while creating Database table in Azure Databricks,8.429221,4.3285437
2204130030000645001 ,-1.486134,2.69909
2204190060000060 - Metastore is down,13.047973,5.173115
One of our Databricks environments is much slower than our other Databricks environments,14.067895,4.2670493
Unable to store DBUtils Widget value in both Scala and Python variables,9.645573,0.8624299
SQL endpoints are not working,7.255778,-0.65761197
2203180040006672SF || All Databricks pipelines failing at library installation,11.165829,2.3783727
User not authenticated error - Workspace access re,10.868628,5.2798147
ARR - ATT : Failed to establish a new connection: [Errno 110] Connection timed out'))  : 2204110040003935 ,8.792074,2.389129
NullPointer exception with Streamsets pipeline,17.4278,3.0244167
spark exception,10.11984,-0.5940737
Spark SQL Failing,9.277873,-0.17686005
issues with reconfiguring the audit logging,11.475962,3.7869625
Too many connections error,8.80971,2.1778018
ARR | Overwatch - Null values in jrcp table - workspace 7 - 2204180040004421,10.279552,1.3617901
ARR || AT&T ||  2204010040006385 || SELF_BOOTSTRAP_FAILURE,14.498213,-0.17622194
ARR:Follow Up 00139658:Unable to load FileStore files in python dataframe. shows FilenotFound error though file is present:SR 5356886492280006 ,9.330749,-0.47242185
Cluster terminating with Inactivity while command in notebook is still running,13.705875,0.39715412
Sql Scripts getting Errored Out during execution,8.072769,0.3530697
ModuleNotFoundError: No module named 'pasde',9.14437,0.28876108
Intermittent Blob Operation not supported ,9.336549,2.3019211
gneie-SQL endpoints are not working,7.3123856,-0.5677939
Spark driver issues when triggering job ,10.122958,-1.2185781
Configuring Delta Live Tables Cluster with Access Role,6.5251064,1.1742582
Databricks evironment variable init script issue,10.975798,2.3113115
Unable to log into  https://riotgames.cloud.databricks.com,9.963756,4.619147
API Failure for Library Installation ,8.972553,-1.1050797
Init script failed,9.267253,-1.6350435
Delta Missing Checkpoint,7.1358113,1.3204883
"Command Execution Delayed by  """"Uploading Command""",11.469512,-0.8641127
Internet access issue through fortigate firewall. where we added the UDR on the subnet of databricks,9.423643,3.8141167
Use Rstudio Server in No-ML Clusters,8.69028,-2.076656
Using Java code need to unload /export databricks query response into Amazon S3 buckets as CSV files.,9.577997,1.9823302
ARR | 2204160050000039 | Unable to use allocated quota on Databricks job,11.0398445,2.2551997
Jobs taking too long - performance issue,12.298966,-1.0867932
Init script,9.246911,-1.603491
Cluster won't start,14.75008,1.2057992
[ARR] [Sev B] SR-2204160040000244,7.379279,2.6388605
SELECT * FROM delta doesn't work on Spark 3.2,9.601808,0.43452996
CSS-ARR-SR#2204180030000820-Delta table is getting deleted after alter statment,7.0524993,1.4292768
problems with Databricks cluster,13.349665,2.434018
unable to setup mountpoint in ADLS,8.4473915,3.1927226
2204150030000192001,-1.2491164,2.5914786
CSS ARR | 2204080030000440 - we are not able to get the logs on databricks,11.067374,1.7248052
ARR | 2204180030000346 | GEP | Job failed intermittently with cluster doesn't exist ,12.4676895,0.24859855
Job execution issue,12.667703,-2.1548095
2204180030000346,-1.3491948,2.6337285
[ARR] [Sev C] SR-2204110030002332-Slowness of databricks (PII removal) job,11.715024,2.2724724
Getting Timed Out Error,8.922724,2.0319128
Confusion of pricing page for Delta live table ,6.437849,1.1466548
Unable to install pythonnet on cluster,12.13258,2.0193174
PySpark testing in Databricks,11.30114,3.1046817
Python virtual env for all purpose and job clusters,12.437179,0.20627426
2204110030000463 Connectivity issues when pulling image from ACR,9.06211,2.7966447
ARR | 2204140030001728 |  JSONDecodeError: Expecting value: line 1 column 1 (char 0) when parsing the bytes object ,9.115242,1.0318074
"""java.lang.IllegalStateException: Connection pool shut down"" when my job executes spark.sql",9.841082,-0.0065580425
Managing ticket page,18.637371,-4.8856945
databricks scala scripts cannot access object store using java module,9.871835,1.2746073
Suggestion: Why don't you use ISO 8601 format on consoles?,9.819218,1.3420943
Long time for spinning up a cluster,14.148493,0.96773964
Network Configuration Update Not Working,9.27779,3.225611
Backward compatibility issues,9.859346,1.4023728
Permissions for DataBricks users,10.781787,3.7195394
ARR - UHG - 2204160040000471 - parse_url failing with % at the end of URL,8.932837,1.8051791
Azure Data Bricks Notebook is not responding,8.427676,4.1361413
Partition Pruning On Merge,8.081385,1.1579344
custoemr getting error in Databricks jobs- 2204160040000150001,11.935358,2.4960926
Sorted Bucketing does not eliminate sorting from plan,10.628579,1.850595
Databricks Academy content unavailable for Ezra,10.824593,2.4407485
Cannot store / search MLFlow model by tag,11.34326,1.7622505
Job cluster is failing with Unexpected error,13.254507,-0.665579
"Terraform Support for Catalog, Schema and Table Grants in Unity",11.560322,5.8421
Failure to start cluster workspace authorization request,13.621831,-0.034318138
SOme of the Datbricks jobs got stalled when run multipel databricks jobs,12.5792265,2.9044147
Rename Deployment name prefix,8.911813,1.1702287
2204150010001935,-0.8595185,2.226938
User Unable to Access Workspace,10.99817,5.20263
Databricks SCIM connector unable to sync certain users,10.485981,2.8424988
Delta and AWS intelligent tiering,7.450882,1.5906421
ARR | Databricks insertInto is behaving differently when run from our application vs notebook,10.886042,2.3803492
Unable to drop hive table ,12.806625,5.3501887
Private Databricks workspace,10.771218,4.389052
Require help on connecting from Azure Databricks to Microsoft Sql server using integratedSecurity option,8.233445,3.9411287
Handling rows with >20mb of text,8.444078,1.6295766
Add IP address to allow list,9.2162485,4.537887
Spark 3.2 Unable to access Hive tables with underlying Snappy format,9.809392,0.17101319
Job cluster is failing with Unexpected error,13.254371,-0.63375026
Job failure,12.950412,-2.1941686
Connect Databricks service to the Common Data Model (CDM),10.641674,2.9557712
Delta Table merge performance issue,6.974337,1.1895349
Need separate workspace for prod environment,11.215921,5.198028
Sql endpoint serverless,7.1967697,-0.67129105
Databricks prd is down,11.850074,3.6863413
follow-up case..00140794,6.196993,3.3207462
Jobs API timeout,11.729759,-0.7439126
SQL,7.4152613,0.28400615
Glue catalog access from passthrough cluster,9.856416,2.307485
R Studio Cluster not coming up for the R studio APP,13.193074,0.44704553
Concurrent append exception,8.518657,1.6701876
[ARR] Cluster starting failure,13.212433,1.0024247
Could not deploy and configure databricks workspace,11.034371,4.4179173
ARR | Databricks spark ui show completed jobs as active jobs,10.756472,-0.25096852
Job cluster failed to create ,13.3194475,-0.55600816
ARR | 2204130030001643 | The job is failing to run multiple notebooks in the same job,10.906192,-1.2915447
Spark in cluster is  down and could not start normally. Please see logs of Run ID 65776 and 65862,10.29573,-0.06775968
[ARR] SR-2204150030000252 Databricks fails to connect with MYSQL Server (Metastrore),10.685959,2.6068974
faced error when running 3-table join Spark SQL,9.267786,-0.17967153
Unable to mount the containers in Databricks,10.061202,3.674931
faced error when running 3-table join Spark SQL,9.274398,-0.17948274
bigquery connection,8.517709,2.0810938
How to execute sql queries using sql endpoints,7.675465,-0.119985096
2204150030000081,-1.3413408,2.6433914
[ARR] SR-2204120030001695 Cluster policies not working as expected for the spark version,10.427856,0.15628286
"Can we set  ""spark.databricks.photon.parquetWriter.enabled false"" in cluster policy?",10.288814,0.416514
Empty visualization,10.566584,2.0629127
Databricks sql endpoint performance low,7.331429,-0.20870188
Databricks console is down since 6:05 PM PT,11.429434,2.9499426
"Long run job spark ui show incorrect active jobs status, and IllegalThreadStateException in databricks code",10.820776,-0.25426885
One of our migrated jobs is taking 8x more $$ to process than a larger job,12.355893,-0.8894298
Enable init script for model serving,9.256162,-1.5636954
Cluster unusual memory and stuck in bad state,13.515118,0.99299866
Issue with Unity Catalog data resource,11.629712,6.2006736
What AWS IAM permissions are needed for a cluster to mount a bucket? ,9.007373,3.1626277
Not able to access files in Databricks from Azure Storage,8.718638,4.185765
 2204110040008372 Out of memory issue with  Python query in Workspace,10.865128,3.8273792
unable to launch clusters,14.937708,0.64514583
ARR- ATT : Getting connection error from Java code - 2204130040010988 ,8.787946,2.2085857
Unable to login to workspace SAML/SSO Error,9.942309,5.383372
"hive_metastore grants not working, when using unity catalog.",12.811909,5.3634663
How do you change the owner of a job?,10.113244,4.687731
ARR Customer Chevron - Consultation on Databricks Performance,11.929393,2.4817808
Drop and create table queries failing with AWSClientIOException,8.208396,0.7758771
Cannot create cluster,14.32557,1.4408213
Unable to make jdbc connection to external postgres instance,7.8225865,1.831437
need help creating second workspace,11.2805395,5.254642
DatabricksServiceException: INTERNAL_ERROR: NullPointerException ,11.343159,2.7197874
"Bug in Account UI,  ""Add members"" to group page.",10.066464,3.8759203
ARR Customer GEICO - NoSuchMethodError exception suspect to be the classpath issue,9.103664,1.6485552
2204140010002864 | permission error,8.309865,3.1348255
Create table as select * from (CTAS) statements not working on DBSQL endpoints,7.7644444,0.60944605
SQL access control error ,7.3758726,0.29247862
Private Links for us-east-1 for new workspace,11.094089,5.0949426
Workspace Access Request | Job fails at seemingly random intervals,11.350646,4.830159
ARR | AT&T | 2204140040007011 | MLFlow registory fails to register model when 9.1 LTS non ML cluster is used.,11.072869,1.5302655
Query related error,8.089874,0.08707101
cluster stage looks stuck,14.78942,1.2824402
Ganglia metrics per day basis,11.621687,1.132764
 Inconsistent connectivity issue. Rerunning the same fix the issue.,9.079166,2.7948263
Install Gaitpy in DBR with Python 3.8,9.200962,-0.6164889
vulnerability issues on deere-edl-isg,10.234868,2.367655
Clusters not starting,14.659792,1.240719
Cluster Configuration Limitations,14.080496,1.6090621
Customer cannot log MLFlow models when notebook is triggered from Azure Synapse,11.158374,1.7831081
ssl connection with OBIEE 12c,8.991057,3.128295
ARR Customer MyFedEx - I am encountering an error during cluster launch or creation,12.310248,1.1163939
2204140050001360 | Job failure,11.673913,-1.9872766
Setting job description in spark UI not working,10.335654,-0.6196074
Databricks job failed with error message,12.483341,3.3389833
Accounts Console SSO Not Working,9.565787,5.4796414
Databricks job failed with error message,12.490368,3.3127627
2204140050001360 | Job Failure,11.6425905,-1.9751093
Delta Streaming Optmization,7.2001,1.4571916
Market user is unable to modify S3 file,8.986255,2.8256814
[Follow-up 00140889] ARR | Spark down: OutOfMemoryError: unable to create new native thread,9.929118,0.438287
PERMISSION_DENIED when running dbutils.notebook.run,10.134577,2.9997203
scheduled job failed with error message Error in SQL statement: AzureCredentialNotFoundException: Could not find ADLS Gen2 Token,10.947574,-0.44315448
SCIM issue,7.3114114,3.02611
toPandas() causes IndexOutOfBoundsException in Apache Arrow,9.069894,1.7964953
ARR | 2204140030000156 | The Job in ADF pipeline needed to cancel due to taking longer than expected. ,11.821017,0.014411323
"[ARR] [Sev B] SR-2204070010003095-How to install init script , python libraries and MQ Client",9.230746,-0.6319721
ARR - BP - 2204040040008424 - SQLConnect on NPIP workspace is failing,7.59175,0.10406075
Databricks Issue,12.05844,3.7527604
Follow-up on 00136804: Spikes in Databricks use during downtimes,11.18742,2.2714193
Significant performance degradation when upgrating from 9.1 ML LTS to 10.4 ML LTS. 'Process Test Performance',10.671181,1.3090438
"Not able to access Data from azure DataBricks (VGDATABricks) , getting authentication error",8.748019,4.150684
gar for 2204140050000334 ,1.8619478,5.503968
Delta Live Table - Errors in Spark logs,9.479917,0.1474186
"Not able to access Data from azure DataBricks (VGDATABricks) , getting authentication error",8.732407,4.2064137
Azure Databricks Cluster,8.302046,4.505005
Delta Live Tables - Aggregated Quality Checks (Expectations),6.50342,1.2186657
users are not able to start the endpoint,7.2872887,-0.6302766
CSS-ARR-SFMC-2204060030002027-Data bricks notebooks are running are failing,10.549524,-1.752495
2204110030000463,-1.0383064,2.2834694
[ARR] [Sev C] SR-2204110030000414 RCA request- UnsupportedOperationException: dataType issue,9.473387,1.4649419
MLflow model registry not working on cluster with Docker image,11.885833,1.7034577
2204130040011430 | ARR | Error running Job,11.3120165,-1.206033
CSS-ARR-SR#2203140030000750 Azure Databricks - SCIM API User Creation adds cluster create permissions by DEFAULT,8.796864,3.6363697
